1064	Total - Knowledge of languages for the population in private households - 25% sample data
1065	Official languages
1066	English
1067	French
1068	Non-official languages
1069	Indigenous languages
1070	Algonquian languages
1071	Blackfoot
1072	Cree-Innu languages
1073	Atikamekw
1074	Cree languages
1075	Ililimowin (Moose Cree)
1076	Inu Ayimun (Southern East Cree)
1077	Iyiyiw-Ayimiwin (Northern East Cree)
1078	Nehinawewin (Swampy Cree)
1079	Nehiyawewin (Plains Cree)
1080	Nihithawiwin (Woods Cree)
1081	Cree, n.o.s.
1082	Innu (Montagnais)
1083	Naskapi
1084	Eastern Algonquian languages
1085	Mi'kmaq
1086	Wolastoqewi (Malecite)
1087	Ojibway-Potawatomi languages
1088	Anicinabemowin (Algonquin)
1089	Oji-Cree
1090	Ojibway languages
1091	Anishinaabemowin (Chippewa)
1092	Daawaamwin (Odawa)
1093	Saulteau (Western Ojibway)
1094	Ojibway, n.o.s.
1095	Algonquian languages, n.i.e.
1096	Athabaskan languages
1097	Northern Athabaskan languages
1098	Dakelh (Carrier)
1099	Dane-zaa (Beaver)
1100	Dene, n.o.s.
1101	Gwich'in
1102	Slavey-Hare languages
1103	Deh Gah Ghotie Zhatie (South Slavey)
1104	Satuotine Yati (North Slavey)
1105	Slavey, n.o.s.
1106	Tahltan languages
1107	Kaska (Nahani)
1108	Tahltan
1109	Tlicho (Dogrib)
1110	Tse'khene (Sekani)
1111	Tsilhqot'in (Chilcotin)
1112	Tsuu T'ina (Sarsi)
1113	Tutchone languages
1114	Northern Tutchone
1115	Southern Tutchone
1116	Tutchone, n.o.s.
1117	Wetsuwet'en-Babine
1118	Tlingit
1119	Athabaskan languages, n.i.e.
1120	Haida
1121	Inuktut (Inuit) languages
1122	Inuinnaqtun (Inuvialuktun)
1123	Inuinnaqtun
1124	Inuvialuktun
1125	Inuktitut
1126	Inuktut (Inuit) languages, n.i.e.
1127	Iroquoian languages
1128	Cayuga
1129	Mohawk
1130	Oneida
1131	Iroquoian languages, n.i.e.
1132	Ktunaxa (Kutenai)
1133	Michif
1134	Salish languages
1135	Halkomelem
1136	Lillooet
1137	Ntlakapamux (Thompson)
1138	Secwepemctsin (Shuswap)
1139	Squamish
1140	Straits
1141	Syilx (Okanagan)
1142	Salish languages, n.i.e.
1143	Siouan languages
1144	Assiniboine
1145	Dakota
1146	Stoney
1147	Siouan languages, n.i.e.
1148	Tsimshian languages
1149	Gitxsan (Gitksan)
1150	Nisga'a
1151	Tsimshian
1152	Wakashan languages
1153	Haisla
1154	Heiltsuk
1155	Kwak'wala (Kwakiutl)
1156	Nuu-chah-nulth (Nootka)
1157	Wakashan languages, n.i.e.
1158	Indigenous languages, n.i.e.
1159	Indigenous languages, n.o.s.
1160	Non-Indigenous languages
1161	Afro-Asiatic languages
1162	Berber languages
1163	Kabyle
1164	Tamazight
1165	Berber languages, n.i.e.
1166	Chadic languages
1167	Hausa
1168	Mina
1169	Coptic
1170	Cushitic languages
1171	Bilen
1172	Oromo
1173	Somali
1174	Cushitic languages, n.i.e.
1175	Semitic languages
1176	Amharic
1177	Arabic
1178	Aramaic languages
1179	Assyrian Neo-Aramaic
1180	Chaldean Neo-Aramaic
1181	Aramaic, n.o.s.
1182	Harari
1183	Hebrew
1184	Maltese
1185	Tigrigna
1186	Semitic languages, n.i.e.
1187	Austro-Asiatic languages
1188	Khmer (Cambodian)
1189	Vietnamese
1190	Austro-Asiatic languages, n.i.e
1191	Austronesian languages
1192	Bikol
1193	Bisaya, n.o.s.
1194	Cebuano
1195	Fijian
1196	Hiligaynon
1197	Ilocano
1198	Indonesian
1199	Kankanaey
1200	Kinaray-a
1201	Malagasy languages
1202	Merina
1203	Malagasy, n.o.s.
1233	Lithuanian
1204	Malay
1205	Pampangan (Kapampangan, Pampango)
1206	Pangasinan
1207	Tagalog (Pilipino, Filipino)
1208	Waray-Waray
1209	Austronesian languages, n.i.e.
1210	Creole languages
1211	Haitian Creole
1212	Jamaican English Creole
1213	Krio
1214	Morisyen
1215	Sango
1216	Creole, n.o.s.
1217	Creole languages, n.i.e.
1218	Dravidian languages
1219	Kannada
1220	Malayalam
1221	Tamil
1222	Telugu
1223	Tulu
1224	Dravidian languages, n.i.e.
1225	Georgian
1226	Hmong-Mien languages
1227	Indo-European languages
1228	Albanian
1229	Armenian
1230	Balto-Slavic languages
1231	Baltic languages
1232	Latvian
1234	Slavic languages
1235	Belarusian
1236	Bulgarian
1237	Czech
1238	Macedonian
1239	Polish
1240	Russian
1241	Rusyn
1242	Serbo-Croatian
1243	Bosnian
1244	Croatian
1245	Serbian
1246	Serbo-Croatian, n.i.e.
1247	Slovak
1248	Slovene (Slovenian)
1249	Ukrainian
1250	Slavic languages, n.i.e.
1251	Celtic languages
1252	Irish
1253	Scottish Gaelic
1254	Welsh
1255	Celtic languages, n.i.e.
1256	Germanic languages
1257	Frisian
1258	High German languages
1259	German
1260	Pennsylvania German
1261	Swiss German
1262	Yiddish
1263	Low Saxon-Low Franconian languages
1264	Afrikaans
1265	Dutch
1266	Low German, n.o.s.
1267	Low Saxon
1268	Plautdietsch
1269	Vlaams (Flemish)
1270	Scandinavian languages
1271	Danish
1272	Icelandic
1273	Norwegian
1274	Swedish
1275	Germanic languages, n.i.e.
1276	Greek
1277	Indo-Iranian languages
1278	Indo-Aryan languages
1279	Assamese
1280	Bengali
1281	Gujarati
1282	Hindi
1283	Kacchi
1284	Kashmiri
1285	Konkani
1286	Marathi
1287	Nepali
1288	Oriya languages
1289	Odia
1290	Oriya, n.o.s.
1291	Punjabi (Panjabi)
1292	Rohingya
1293	Sindhi
1294	Sinhala (Sinhalese)
1295	Urdu
1296	Indo-Aryan languages, n.i.e.
1297	Iranian languages
1298	Baluchi
1299	Kurdish
1300	Parsi
1301	Pashto
1302	Persian languages
1303	Dari
1304	Iranian Persian
1305	Persian (Farsi), n.o.s.
1306	Iranian languages, n.i.e.
1307	Indo-Iranian languages, n.i.e.
1308	Italic (Romance) languages
1309	Catalan
1310	Italian
1311	Portuguese
1312	Romanian
1313	Spanish
1314	Italic (Romance) languages, n.i.e.
1315	Indo-European languages, n.i.e.
1316	Japanese
1317	Korean
1318	Mongolian
1319	Niger-Congo languages
1320	Akan (Twi)
1321	Bamanankan
1322	Edo
1323	Éwé
1324	Fulah (Pular, Pulaar, Fulfulde)
1325	Ga
1326	Ganda
1327	Gikuyu
1328	Igbo
1329	Kinyarwanda (Rwanda)
1330	Lingala
1331	Luba-Kasai
1332	Mòoré
1333	Mwani
1334	Ndebele
1335	Rundi (Kirundi)
1336	Shona
1337	Soninke
1338	Sotho-Tswana languages
1339	Swahili
1340	Wojenaka
1341	Wolof
1342	Yoruba
1343	Niger-Congo languages, n.i.e.
1344	Nilo-Saharan languages
1345	Dinka
1346	Nuer
1347	Nilo-Saharan languages, n.i.e.
1348	African, n.o.s.
1349	Sign languages
1350	American Sign Language
1351	Quebec Sign Language
1352	Sign languages, n.i.e.
1353	Sino-Tibetan languages
1354	Chinese languages
1355	Hakka
1356	Mandarin
1357	Min Dong
1358	Min Nan (Chaochow, Teochow, Fukien, Taiwanese)
1359	Wu (Shanghainese)
1360	Yue (Cantonese)
1361	Chinese, n.o.s.
1362	Chinese languages, n.i.e.
1363	Tibeto-Burman languages
1364	Burmese
1365	Kuki-Chin languages
1366	Karenic languages
1367	S'gaw Karen
1368	Karenic languages, n.i.e.
1369	Tibetan
1370	Tibeto-Burman languages, n.i.e.
1371	Sino-Tibetan languages, n.i.e.
1372	Tai-Kadai languages
1373	Lao
1374	Thai
1375	Tai-Kadai languages, n.i.e.
1376	Turkic languages
1377	Azerbaijani
1378	Kazakh
1379	Turkish
1380	Uyghur
1381	Uzbek
1382	Turkic languages, n.i.e.
1383	Uralic languages
1384	Estonian
1385	Finnish
1386	Hungarian
1387	Other languages, n.i.e.
1388	Total - Indigenous identity for the population in private households - 25% sample data
1389	Indigenous identity
1390	Single Indigenous responses
1391	First Nations (North American Indian)
1392	Métis
1393	Inuk (Inuit)
1394	Multiple Indigenous responses
1395	Indigenous responses not included elsewhere
1396	Non-Indigenous identity
1397	Total - Registered or Treaty Indian status for the population in private households - 25% sample data
1398	Registered or Treaty Indian
1399	Not a Registered or Treaty Indian
1400	Total - Private households by tenure - 25% sample data
1401	Owner
1402	Renter
1403	Dwelling provided by the local government, First Nation or Indian band
1404	Total - Occupied private dwellings by condominium status - 25% sample data
1405	Condominium
1406	Not condominium
1407	Total - Occupied private dwellings by number of bedrooms - 25% sample data
1408	No bedrooms
1409	1 bedroom
1410	2 bedrooms
1411	3 bedrooms
1412	4 or more bedrooms
1413	Total - Occupied private dwellings by number of rooms - 25% sample data
1414	1 to 4 rooms
1415	5 rooms
1416	6 rooms
1417	7 rooms
1418	8 or more rooms
1419	Average number of rooms per dwelling
1420	Total - Private households by number of persons per room - 25% sample data
1421	One person or fewer per room
1422	More than one person per room
1423	Total - Private households by housing suitability - 25% sample data
1424	Suitable
1425	Not suitable
1426	Total - Occupied private dwellings by period of construction - 25% sample data
1427	1960 or before
1428	1961 to 1980
1429	1981 to 1990
1430	1991 to 2000
1431	2001 to 2005
1432	2006 to 2010
1433	2011 to 2015
1434	2016 to 2021
1435	Total - Occupied private dwellings by dwelling condition - 25% sample data
1436	Only regular maintenance and minor repairs needed
1437	Major repairs needed
1438	Total - Private households by number of household maintainers - 25% sample data
1439	One-maintainer household
1440	Two-maintainer household
1441	Three-or-more-maintainer household
1442	Total - Private households by age of primary household maintainers - 25% sample data
1443	15 to 24 years
1444	25 to 34 years
1445	35 to 44 years
1446	45 to 54 years
1447	55 to 64 years
1448	65 to 74 years
1449	75 to 84 years
1450	85 years and over
1451	Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data
1452	Spending less than 30% of income on shelter costs
1453	Spending 30% or more of income on shelter costs
1454	30% to less than 100%
1455	Total - Occupied private dwellings by housing indicators - 25% sample data
1456	Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed'
1457	Spending 30% or more of income on shelter costs only
1458	Not suitable only
1459	Major repairs needed only
1460	'Spending 30% or more of income on shelter costs' and 'not suitable'
1461	'Spending 30% or more of income on shelter costs' and 'major repairs needed'
1462	'Not suitable' and 'major repairs needed'
1463	'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed'
1464	Acceptable housing
1465	Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data
1466	In core need
1467	Not in core need
1468	Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data
1469	% of owner households with a mortgage
1470	% of owner households spending 30% or more of its income on shelter costs
1471	% in core housing need
1472	Median monthly shelter costs for owned dwellings ($)
1473	Average monthly shelter costs for owned dwellings ($)
1474	Median value of dwellings ($)
1475	Average value of dwellings ($)
1476	Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data
1477	% of tenant households in subsidized housing
1478	% of tenant households spending 30% or more of its income on shelter costs
1479	% in core housing need
1480	Median monthly shelter costs for rented dwellings ($)
1481	Average monthly shelter costs for rented dwellings ($)
1482	Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data
1483	% of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs
1484	Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)
1485	Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)
1486	Total - Indigenous ancestry for the population in private households - 25% sample data
1487	Indigenous ancestry (only)
1488	Single Indigenous ancestry (only)
1489	First Nations (North American Indian) single ancestry
1490	Métis single ancestry
1491	Inuit single ancestry
1492	Multiple Indigenous ancestries (only)
1493	First Nations (North American Indian) and Métis ancestry only
1494	First Nations (North American Indian) and Inuit ancestry only
1495	Métis and Inuit ancestry only
1496	First Nations (North American Indian) and Métis and Inuit ancestry only
1497	Indigenous and non-Indigenous ancestries
1498	Single Indigenous and non-Indigenous ancestries
1499	First Nations (North American Indian) and non-Indigenous ancestry only
1500	Métis and non-Indigenous ancestry only
1501	Inuit and non-Indigenous ancestry only
1502	Multiple Indigenous and non-Indigenous ancestries
1503	First Nations (North American Indian) and Métis and non-Indigenous ancestry only
1504	First Nations (North American Indian) and Inuit and non-Indigenous ancestry only
1505	Métis and Inuit and non-Indigenous ancestry only
1506	First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only
1507	Non-Indigenous ancestry only
1508	Total - Citizenship for the population in private households - 25% sample data
1509	Canadian citizens
1510	Canadian citizens aged under 18
1511	Canadian citizens aged 18 and over
1512	Not Canadian citizens
1513	Total - Immigrant status and period of immigration for the population in private households - 25% sample data
1514	Non-immigrants
1515	Immigrants
1516	Before 1980
1517	1980 to 1990
1518	1991 to 2000
1519	2001 to 2010
1520	2011 to 2021
1521	2011 to 2015
1522	2016 to 2021
1523	Non-permanent residents
1524	Total - Age at immigration for the immigrant population in private households - 25% sample data
1525	Under 5 years
1526	5 to 14 years
1527	15 to 24 years
1528	25 to 44 years
1529	45 years and over
1530	Total - Place of birth for the immigrant population in private households - 25% sample data
1531	Americas
1532	Brazil
1533	Colombia
1534	El Salvador
1535	Guyana
1536	Haiti
1537	Jamaica
1538	Mexico
1539	Peru
1540	Trinidad and Tobago
1541	United States of America
1542	Other places of birth in Americas
1543	Europe
1544	Bosnia and Herzegovina
1545	Croatia
1546	France
1547	Germany
1548	Greece
1549	Hungary
1550	Italy
1551	Netherlands
1552	Poland
1553	Portugal
1554	Romania
1555	Russian Federation
1556	Serbia
1557	Ukraine
1558	United Kingdom
1559	Other places of birth in Europe
1560	Africa
1561	Algeria
1562	Congo, Democratic Republic of the
1563	Egypt
1564	Eritrea
1565	Ethiopia
1566	Morocco
1567	Nigeria
1568	Somalia
1569	South Africa, Republic of
1570	Other places of birth in Africa
1571	Asia
1572	Afghanistan
1573	Iran
1574	Iraq
1575	Lebanon
1576	Syria
1577	Turkey
1578	China
1579	Hong Kong
1580	Korea, South
1581	Taiwan
1582	Philippines
1583	Viet Nam
1584	Bangladesh
1585	India
1586	Pakistan
1587	Sri Lanka
1588	Other places of birth in Asia
1589	Oceania and other places of birth
1590	Total - Place of birth for the recent immigrant population in private households - 25% sample data
1591	Americas
1592	Brazil
1593	Colombia
1594	Haiti
1595	Jamaica
1596	Mexico
1597	United States of America
1598	Venezuela
1599	Other places of birth in Americas
1600	Europe
1601	France
1602	Germany
1603	Ireland
1604	Italy
1605	Russian Federation
1606	Ukraine
1607	United Kingdom
1608	Other places of birth in Europe
1609	Africa
1610	Algeria
1611	Burundi
1612	Cameroon
1613	Congo, Democratic Republic of the
1614	Côte d'Ivoire
1615	Egypt
1616	Eritrea
1617	Ethiopia
1618	Morocco
1619	Nigeria
1620	Somalia
1621	South Africa, Republic of
1622	Sudan
1623	Tunisia
1624	Other places of birth in Africa
1625	Asia
1626	Afghanistan
1627	Bangladesh
1628	China
1629	Hong Kong
1630	India
1631	Iran
1632	Iraq
1633	Israel
1634	Japan
1635	Jordan
1636	Korea, South
1637	Lebanon
1638	Nepal
1639	Pakistan
1640	Philippines
1641	Saudi Arabia
1642	Sri Lanka
1643	Syria
1644	Turkey
1645	United Arab Emirates
1646	Viet Nam
1647	Other places of birth in Asia
1648	Oceania and other
1649	Australia
1650	Other places of birth
1651	Total - Generation status for the population in private households - 25% sample data
1652	First generation
1653	Second generation
1654	Third generation or more
1655	Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data
1656	Economic immigrants
1657	Principal applicants
1658	Secondary applicants
1659	Immigrants sponsored by family
1660	Refugees
1661	Other immigrants
1662	Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data
1663	Asylum claim before admission
1664	Work permits only before admission
1665	Study permits only before admission
1666	Work and study permits before admission
1667	Other permits before admission
1668	No pre-admission experience
1669	Total - Visible minority for the population in private households - 25% sample data
1670	Total visible minority population
1671	South Asian
1672	Chinese
1673	Black
1674	Filipino
1675	Arab
1676	Latin American
1677	Southeast Asian
1678	West Asian
1679	Korean
1680	Japanese
1681	Visible minority, n.i.e.
1682	Multiple visible minorities
1683	Not a visible minority
1684	Total - Ethnic or cultural origin for the population in private households - 25% sample data
1685	Canadian
1686	English
1687	Irish
1688	Scottish
1689	French, n.o.s.
1690	German
1691	Chinese
1692	Italian
1693	Indian (India)
1694	Ukrainian
1695	Dutch
1696	Polish
1697	Québécois
1698	British Isles, n.o.s.
1699	Filipino
1700	French Canadian
1701	Caucasian (White), n.o.s.
1702	First Nations (North American Indian), n.o.s.
1703	Métis
1704	European, n.o.s.
1705	Russian
1706	Norwegian
1707	Welsh
1708	Portuguese
1709	American
1710	Spanish
1711	Swedish
1712	Hungarian
1713	Acadian
1714	Pakistani
1715	African, n.o.s.
1716	Jewish
1717	Punjabi
1718	Vietnamese
1719	Arab, n.o.s.
1720	Greek
1721	Jamaican
1722	Asian, n.o.s.
1723	Cree, n.o.s.
1724	Korean
1725	Romanian
1726	Lebanese
1727	Iranian
1728	Christian, n.i.e.
1729	Danish
1730	North American Indigenous, n.o.s.
1731	Sikh
1732	Austrian
1733	Belgian
1734	Haitian
1735	Hindu
1736	Mexican
1737	Mennonite
1738	Swiss
1739	Finnish
1740	Sri Lankan
1741	Croatian
1742	Japanese
1743	South Asian, n.o.s.
1744	Mi'kmaq, n.o.s.
1745	Northern European, n.o.s.
1746	Muslim
1747	Egyptian
1748	Latin, Central or South American, n.o.s.
1749	Tamil
1750	Icelandic
1751	Colombian
1752	Moroccan
1753	Czech
1754	Syrian
1755	Guyanese
1756	Afghan
1757	Black, n.o.s.
1758	Serbian
1759	Ojibway
1760	Newfoundlander
1761	Hong Konger
1762	Ontarian
1763	Persian
1764	Trinidadian/Tobagonian
1765	Turkish
1766	Inuit, n.o.s.
1767	Bangladeshi
1768	Algerian
1769	Brazilian
1770	Nigerian
1771	Armenian
1772	Slovak
1773	Eastern European, n.o.s.
1774	Somali
1775	Taiwanese
1776	Iraqi
1777	Salvadorean
1778	African Caribbean
1779	East or Southeast Asian, n.o.s.
1780	West or Central Asian or Middle Eastern, n.o.s.
1781	Caribbean, n.o.s.
1782	Algonquin
1783	West Indian, n.o.s.
1784	Lithuanian
1785	South African
1786	Australian
1787	Palestinian
1788	Chilean
1789	Congolese
1790	Nova Scotian
1791	Ethiopian
1792	Hispanic, n.o.s.
1793	Peruvian
1794	Yoruba
1795	Cambodian (Khmer)
1796	Berber
1797	Albanian
1798	Maltese
1799	Macedonian
1800	Slovenian
1801	Western European, n.o.s.
1802	New Brunswicker
1803	Gujarati
1804	Eritrean
1805	African Canadian
1806	Israeli
1807	Mohawk
1808	Czechoslovakian, n.o.s.
1809	Bulgarian
1810	Albertan
1811	Ghanaian
1812	Barbadian
1813	African American
1814	Yugoslavian, n.o.s.
1815	Tunisian
1816	Slavic, n.o.s.
1817	Cuban
1818	Bosnian
1819	Venezuelan
1820	Innu/Montagnais, n.o.s.
1821	Latvian
1822	Bengali
1823	Cameroonian
1824	Guatemalan
1825	Indonesian
1826	Laotian
1827	Ilocano
1828	Northern Irish
1829	Celtic, n.o.s.
1830	British Columbian
1831	Ecuadorian
1832	Franco Ontarian
1833	Argentinian
1834	Estonian
1835	Kurdish
1836	Fijian
1837	Jatt
1838	North American, n.o.s.
1839	Coptic
1840	Thai
1841	Dominican
1842	Nepali
1843	Kabyle
1844	Assyrian
1845	Igbo
1846	Byelorussian
1847	Dene, n.o.s.
1848	Blackfoot, n.o.s.
1849	Abenaki
1850	Moldovan
1851	Iroquois (Haudenosaunee), n.o.s.
1852	New Zealander
1853	Sudanese
1854	Breton
1855	Pennsylvania Dutch
1856	Malaysian
1857	Plains Cree
1858	North African, n.o.s.
1859	Huron (Wendat)
1860	Saskatchewanian
1861	Buddhist
1862	Gaspesian
1863	Norman
1864	Southern or East African, n.o.s.
1865	Ivorian
1866	Saulteaux
1867	Anishinaabe, n.o.s.
1868	Burundian
1869	Tigrinya
1870	Nicaraguan
1871	Mauritian
1872	Kenyan
1873	Oji-Cree
1874	Vincentian
1875	Jordanian
1876	Manitoban
1877	Cape Bretoner
1878	Rwandan
1879	Grenadian
1880	Malayali
1881	Chaldean
1882	Sinhalese
1883	Mayan
1884	Honduran
1885	Cherokee
1886	Qalipu Mi'kmaq
1887	Indo-Caribbean
1888	Flemish
1889	United Empire Loyalist
1890	Senegalese
1891	Azerbaijani
1892	Sicilian
1893	Pashtun
1894	Malay
1895	Goan
1896	Bantu, n.o.s.
1897	Tibetan
1898	Zimbabwean
1899	Burmese
1900	Mongolian
1901	Azorean
1902	Atikamekw
1903	Bamileke
1904	Indo-Guyanese
1905	Ugandan
1906	Oromo
1907	Tanzanian
1908	Yemeni
1909	Central African
1910	Libyan
1911	Basque
1912	Uruguayan
1913	Akan, n.o.s.
1914	Central or West African, n.o.s.
1915	Igorot
1916	Fulani
1917	Woodland Cree
1918	Guinean
1919	St. Lucian
1920	Prince Edward Islander
1921	Maliseet
1922	Beninese
1923	Telugu
1924	Roma
1925	Costa Rican
1926	African Nova Scotian
1927	Malagasy
1928	Kashmiri
1929	Singaporean
1930	Karen
1931	Edo
1932	Tajik
1933	Amhara
1934	Paraguayan
1935	Total - Religion for the population in private households - 25% sample data
1936	Buddhist
1937	Christian
1938	Christian, n.o.s.
1939	Anabaptist
1940	Anglican
1941	Baptist
1942	Catholic
1943	Christian Orthodox
1944	Jehovah's Witness
1945	Latter Day Saints
1946	Lutheran
1947	Methodist and Wesleyan (Holiness)
1948	Pentecostal and other Charismatic
1949	Presbyterian
1950	Reformed
1951	United Church
1952	Other Christian and Christian-related traditions
1953	Hindu
1954	Jewish
1955	Muslim
1956	Sikh
1957	Traditional (North American Indigenous) spirituality
1958	Other religions and spiritual traditions
1959	No religion and secular perspectives
1960	Total - Mobility status 1 year ago - 25% sample data
1961	Non-movers
1962	Movers
1963	Non-migrants
1964	Migrants
1965	Internal migrants
1966	Intraprovincial migrants
1967	Interprovincial migrants
1968	External migrants
1969	Total - Mobility status 5 years ago - 25% sample data
1970	Non-movers
1971	Movers
1972	Non-migrants
1973	Migrants
1974	Internal migrants
1975	Intraprovincial migrants
1976	Interprovincial migrants
1977	External migrants
1978	Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data
1979	Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data
1980	Median employment income in 2020 for full-year full-time workers in 2020 ($)
1981	Average employment income in 2020 for full-year full-time workers in 2020 ($)
1982	Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data
1983	Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)
1984	Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)
1985	Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data
1986	Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data
1987	Median employment income in 2019 for full-year full-time workers in 2020 ($)
1988	Average employment income in 2019 for full-year full-time workers in 2020 ($)
1989	Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data
1990	Median employment income in 2019 of those who worked part-year or part-time in 2020 ($)
1991	Average employment income in 2019 of those who worked part-year or part-time in 2020 ($)
1992	Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data
1993	No high school diploma or equivalency certificate
1994	With high school diploma or equivalency certificate
1995	Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data
1996	No high school diploma or equivalency certificate
1997	With high school diploma or equivalency certificate
1998	Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data
1999	No certificate, diploma or degree
2000	High (secondary) school diploma or equivalency certificate
2001	Postsecondary certificate, diploma or degree
2002	Postsecondary certificate or diploma below bachelor level
2003	Apprenticeship or trades certificate or diploma
2004	Non-apprenticeship trades certificate or diploma
2005	Apprenticeship certificate
2006	College, CEGEP or other non-university certificate or diploma
2007	University certificate or diploma below bachelor level
2008	Bachelor’s degree or higher
2009	Bachelor's degree
2010	University certificate or diploma above bachelor level
2011	Degree in medicine, dentistry, veterinary medicine or optometry
2012	Master's degree
2013	Earned doctorate
2014	Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data
2015	No certificate, diploma or degree
2016	High (secondary) school diploma or equivalency certificate
2017	Postsecondary certificate, diploma or degree
2018	Postsecondary certificate or diploma below bachelor level
2019	Apprenticeship or trades certificate or diploma
2020	Non-apprenticeship trades certificate or diploma
2021	Apprenticeship certificate
2022	College, CEGEP or other non-university certificate or diploma
2023	University certificate or diploma below bachelor level
2024	Bachelor’s degree or higher
2025	Bachelor's degree
2026	University certificate or diploma above bachelor level
2027	Degree in medicine, dentistry, veterinary medicine or optometry
2028	Master's degree
2029	Earned doctorate
2030	Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data
2031	No postsecondary certificate, diploma or degree
2032	Education
2033	13. Education
2034	Visual and performing arts, and communications technologies
2035	10. Communications technologies/technicians and support services
2036	50. Visual and performing arts
2037	Humanities
2038	16. Indigenous and foreign languages, literatures, and linguistics
2039	23. English language and literature/letters
2040	24. Liberal arts and sciences, general studies and humanities
2041	30A Interdisciplinary humanities
2042	38. Philosophy and religious studies
2043	39. Theology and religious vocations
2044	54. History
2045	55. French language and literature/lettersCAN
2046	Social and behavioural sciences and law
2047	05. Area, ethnic, cultural, gender, and group studies
2048	09. Communication, journalism and related programs
2049	19. Family and consumer sciences/human sciences
2050	22. Legal professions and studies
2051	30B Interdisciplinary social and behavioural sciences
2052	42. Psychology
2053	45. Social sciences
2054	Business, management and public administration
2055	30.16 Accounting and computer science
2056	44. Public administration and social service professions
2057	52. Business, management, marketing and related support services
2058	Physical and life sciences and technologies
2059	26. Biological and biomedical sciences
2060	30.01 Biological and physical sciences
2061	30C Other interdisciplinary physical and life sciences
2062	40. Physical sciences
2063	41. Science technologies/technicians
2064	Mathematics, computer and information sciences
2065	11. Computer and information sciences and support services
2066	25. Library science
2067	27. Mathematics and statistics
2068	30D Interdisciplinary mathematics, computer and information sciences
2069	Architecture, engineering, and related trades
2070	04. Architecture and related services
2071	14. Engineering
2072	15. Engineering/engineering-related technologies/technicians
2073	30.12 Historic preservation and conservation
2074	46. Construction trades
2075	47. Mechanic and repair technologies/technicians
2076	48. Precision production
2077	Agriculture, natural resources and conservation
2078	01. Agricultural and veterinary sciences/services/operations and related fields
2079	03. Natural resources and conservation
2080	Health and related fields
2081	30.37 Design for human health
2082	31. Parks, recreation, leisure, fitness, and kinesiology
2083	51. Health professions and related programs
2084	60. Health professions residency/fellowship programs
2085	61. Medical residency/fellowship programs
2086	Personal, protective and transportation services
2087	12. Culinary, entertainment, and personal services
2088	28. Military science, leadership and operational art
2089	29. Military technologies and applied sciences
2090	43. Security and protective services
2091	49. Transportation and materials moving
2092	Other
2093	Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 25 to 64 years in private households - 25% sample data
2094	No postsecondary certificate, diploma or degree
2095	Education
2096	13. Education
2097	Visual and performing arts, and communications technologies
2098	10. Communications technologies/technicians and support services
2099	50. Visual and performing arts
2100	Humanities
2101	16. Indigenous and foreign languages, literatures, and linguistics
2102	23. English language and literature/letters
2103	24. Liberal arts and sciences, general studies and humanities
2104	30A Interdisciplinary humanities
2105	38. Philosophy and religious studies
2106	39. Theology and religious vocations
2107	54. History
2108	55. French language and literature/lettersCAN
2109	Social and behavioural sciences and law
2110	05. Area, ethnic, cultural, gender, and group studies
2111	09. Communication, journalism and related programs
2112	19. Family and consumer sciences/human sciences
2113	22. Legal professions and studies
2114	30B Interdisciplinary social and behavioural sciences
2115	42. Psychology
2116	45. Social sciences
2117	Business, management and public administration
